EventId,Station,SampleDate,SampleTime,Depth,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude
121910,LE5.1,1985-11-18,00:01:00,1,D,S1,CHLA,NA,3.1,UG/L,L01,VCU,NA,NA,NA,NA,37.20297,-76.64833
113479,LE5.1,1985-12-04,00:01:00,1,D,S1,CHLA,NA,3.1,UG/L,L01,VCU,NA,NA,NA,NA,37.20297,-76.64833
113840,LE5.1,1986-01-15,00:01:00,1,D,S1,CHLA,NA,4.49,UG/L,L01,VCU,NA,NA,NA,NA,37.20297,-76.64833
113998,LE5.1,1986-02-12,00:01:00,1,D,S1,CHLA,NA,12.24,UG/L,L01,VCU,NA,NA,NA,NA,37.20297,-76.64833
114348,LE5.1,1986-03-12,00:01:00,1,D,S1,CHLA,NA,3.1,UG/L,L01,VCU,NA,NA,NA,NA,37.20297,-76.64833
114532,LE5.1,1986-03-26,00:01:00,1,D,S1,CHLA,NA,5.73,UG/L,L01,VCU,NA,NA,NA,NA,37.20297,-76.64833
114757,LE5.1,1986-04-10,00:01:00,1,D,S1,CHLA,NA,3.1,UG/L,L01,VCU,NA,NA,NA,NA,37.20297,-76.64833
114902,LE5.1,1986-04-28,00:01:00,1,D,S1,CHLA,NA,12.45,UG/L,L01,VCU,NA,NA,NA,NA,37.20297,-76.64833
115021,LE5.1,1986-05-08,00:01:00,1,D,S1,CHLA,NA,6.41,UG/L,L01,VCU,NA,NA,NA,NA,37.20297,-76.64833
115313,LE5.1,1986-05-27,00:01:00,1,D,S1,CHLA,NA,4.8,UG/L,L01,VCU,NA,NA,NA,NA,37.20297,-76.64833
115520,LE5.1,1986-06-09,00:01:00,1,D,S1,CHLA,NA,4.71,UG/L,L01,VCU,NA,NA,NA,NA,37.20297,-76.64833
107296,LE5.1,1987-10-27,00:01:00,1,D,S1,CHLA,NA,13.2,UG/L,L01,VCU,NA,NA,NA,NA,37.20297,-76.64833
107392,LE5.1,1987-11-09,00:01:00,1,D,S1,CHLA,NA,5.94,UG/L,L01,VCU,NA,NA,NA,NA,37.20297,-76.64833
107740,LE5.1,1987-12-09,10:10:00,1,D,S1,CHLA,NA,5.87,UG/L,L01,VCU,NA,NA,NA,NA,37.20297,-76.64833
108265,LE5.1,1988-02-08,10:45:00,1,D,S1,CHLA,NA,3.79,UG/L,L01,VCU,NA,NA,NA,NA,37.20297,-76.64833
108511,LE5.1,1988-03-07,09:30:00,1,D,S1,CHLA,NA,17.05,UG/L,L01,VCU,NA,NA,NA,NA,37.20297,-76.64833
108704,LE5.1,1988-03-21,09:40:00,1,D,S1,CHLA,NA,27.72,UG/L,L01,VCU,NA,NA,NA,NA,37.20297,-76.64833
109082,LE5.1,1988-04-18,09:35:00,1,D,S1,CHLA,NA,29.9,UG/L,L01,VCU,NA,NA,NA,NA,37.20297,-76.64833
82289,TF5.6,1986-06-24,00:01:00,1,D,S1,CHLA,NA,7.39,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
75560,TF5.6,2011-10-04,12:00:00,1,D,S1,CHLA,NA,7.81,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
82400,TF5.6,1986-07-08,00:01:00,1,D,S1,CHLA,NA,14.77,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
82645,TF5.6,1986-07-22,00:01:00,1,D,S1,CHLA,NA,13.94,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
82823,TF5.6,1986-08-06,00:01:00,1,D,S1,CHLA,NA,23.85,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
74566,TF5.6,2011-08-02,11:20:00,1,D,S1,CHLA,NA,28.9,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
75391,TF5.6,2011-09-22,11:55:00,1,D,S1,CHLA,NA,12.6,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
94291,TF5.6,2010-03-04,12:10:00,1,D,S1,CHLA,NA,2.46,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
74416,TF5.6,2011-07-19,12:00:00,1,D,S1,CHLA,NA,31.4,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
105243,TF5.6,2009-06-16,12:00:00,1,D,S1,CHLA,NA,5.5,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
106811,TF5.6,2009-08-18,11:45:00,1,D,S1,CHLA,NA,10.2,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
106887,TF5.6,2009-09-15,11:45:00,1,D,S1,CHLA,NA,7.97,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
92980,TF5.6,2009-10-28,12:15:00,1,D,S1,CHLA,NA,2.63,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
93191,TF5.6,2009-11-09,11:50:00,1,D,S1,CHLA,NA,6.64,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
93596,TF5.6,2009-12-08,11:20:00,1,D,S1,CHLA,NA,1.1,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
93948,TF5.6,2010-01-25,12:05:00,1,D,S1,CHLA,NA,2.03,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
94186,TF5.6,2010-02-17,12:00:00,1,D,S1,CHLA,NA,1.35,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
49230,TF5.6,2003-12-16,12:20:00,1,D,S1,CHLA,NA,1.57,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
49801,TF5.6,2004-02-25,12:30:00,1,D,S1,CHLA,NA,2.92,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
50162,TF5.6,2004-03-23,12:20:00,1,D,S1,CHLA,NA,4.02,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
43194,TF5.6,2004-04-20,12:10:00,1,D,S1,CHLA,NA,4.82,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
43736,TF5.6,2004-05-18,12:15:00,1,D,S1,CHLA,NA,6.62,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
44256,TF5.6,2004-06-15,12:30:00,1,D,S1,CHLA,NA,13.26,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
44935,TF5.6,2004-07-20,11:45:00,1,D,S1,CHLA,NA,12.16,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
37744,TF5.6,2004-08-17,12:30:00,1,D,S1,CHLA,NA,4.11,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
38391,TF5.6,2004-09-21,11:50:00,1,D,S1,CHLA,NA,2.95,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
38954,TF5.6,2004-10-19,12:05:00,1,D,S1,CHLA,NA,1.23,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
39391,TF5.6,2004-11-16,12:00:00,1,D,S1,CHLA,NA,1.62,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
33285,TF5.6,2004-12-14,12:45:00,1,D,S1,CHLA,NA,0.5,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
29297,TF5.6,2005-07-19,11:50:00,1,D,S1,CHLA,NA,9.38,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
81665,TF5.6,2008-12-09,12:10:00,1,D,S1,CHLA,NA,2.12,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
82041,TF5.6,2009-01-21,12:00:00,1,D,FS1,CHLA,NA,1.55,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
82041,TF5.6,2009-01-21,12:00:00,1,D,FS2,CHLA,NA,1.32,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
99128,TF5.6,2009-02-19,12:00:00,1,D,S1,CHLA,NA,1.96,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
99551,TF5.6,2009-03-17,11:25:00,1,D,S1,CHLA,NA,4.88,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
100068,TF5.6,2009-04-30,12:00:00,1,D,S1,CHLA,NA,3.74,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
100528,TF5.6,2009-05-19,11:45:00,1,D,S1,CHLA,NA,3.72,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
83093,TF5.6,1986-08-20,00:01:00,1,D,S1,CHLA,NA,20.75,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
83261,TF5.6,1986-09-09,00:01:00,1,D,S1,CHLA,NA,14.17,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
83504,TF5.6,1986-09-23,00:01:00,1,D,S1,CHLA,NA,13.57,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
83670,TF5.6,1986-10-07,00:01:00,1,D,S1,CHLA,NA,12.56,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
83977,TF5.6,1986-10-28,00:01:00,1,D,S1,CHLA,NA,8.49,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
75940,TF5.6,1986-11-25,00:01:00,1,D,S1,CHLA,NA,7.18,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
76219,TF5.6,1986-12-22,00:01:00,1,D,S1,CHLA,NA,3.1,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
76243,TF5.6,1987-01-05,00:01:00,1,D,S1,CHLA,NA,3.1,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
76927,TF5.6,1987-03-04,00:01:00,1,D,S1,CHLA,NA,7.06,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
41108,TF5.6,1991-08-13,11:50:00,1,D,S1,CHLA,NA,24.9324,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
41254,TF5.6,1991-08-27,12:05:00,1,D,S1,CHLA,NA,12.6095,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
41473,TF5.6,1991-09-12,12:30:00,1,D,S1,CHLA,NA,13.6063,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
41705,TF5.6,1991-10-01,12:55:00,1,D,S1,CHLA,NA,16.3475,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
41872,TF5.6,1991-10-10,12:10:00,1,D,S1,CHLA,NA,9.644,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
42036,TF5.6,1991-10-28,12:00:00,1,D,S1,CHLA,NA,12.5597,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
42294,TF5.6,1991-11-18,12:40:00,1,D,S1,CHLA,NA,13.5565,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
42799,TF5.6,1992-01-09,12:05:00,1,D,S1,CHLA,NA,3,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
42958,TF5.6,1992-02-10,13:10:00,1,D,S1,CHLA,NA,2.2,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
35357,TF5.6,1992-03-10,11:35:00,1,D,S1,CHLA,NA,2.9,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
35557,TF5.6,1992-03-24,12:25:00,1,D,S1,CHLA,NA,6,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
35740,TF5.6,1992-04-07,12:25:00,1,D,S1,CHLA,NA,9.1,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
36012,TF5.6,1992-04-21,12:50:00,1,D,S1,CHLA,NA,39.7,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
36242,TF5.6,1992-05-12,10:00:00,1,D,S1,CHLA,NA,1.8,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
36473,TF5.6,1992-05-27,12:30:00,1,D,S1,CHLA,NA,9.1,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
36575,TF5.6,1992-06-04,11:45:00,1,D,S1,CHLA,NA,10,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
36823,TF5.6,1992-06-18,12:20:00,1,D,S1,CHLA,NA,17.3,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
37013,TF5.6,1992-07-06,12:10:00,1,D,S1,CHLA,NA,36.8,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
37256,TF5.6,1992-07-20,12:29:00,1,D,S1,CHLA,NA,41.1,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
31069,TF5.6,1992-08-18,11:45:00,1,D,S1,CHLA,NA,12.5,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
31245,TF5.6,1992-09-01,12:20:00,1,D,S1,CHLA,NA,10,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
31482,TF5.6,1992-09-15,11:45:00,1,D,S1,CHLA,NA,10.5,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
31778,TF5.6,1992-10-08,12:00:00,1,D,S1,CHLA,NA,18.6,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
31981,TF5.6,1992-11-02,11:35:00,1,D,S1,CHLA,NA,5.3,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
32176,TF5.6,1992-11-17,12:15:00,1,D,S1,CHLA,NA,12.3,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
32497,TF5.6,1992-12-15,11:55:00,1,D,S1,CHLA,NA,3.8,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
32986,TF5.6,1993-02-09,11:50:00,1,D,S1,CHLA,NA,2.4,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
32826,TF5.6,1993-01-14,12:10:00,1,D,S1,CHLA,NA,2.2,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
27320,TF5.6,1993-07-07,11:25:00,1,D,S1,CHLA,NA,44.7,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
27566,TF5.6,1993-07-21,12:15:00,1,D,S1,CHLA,NA,49.5,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
27722,TF5.6,1993-08-04,11:55:00,1,D,S1,CHLA,NA,40.1,UG/L,L01,VCU,NA,NA,NA,NA,37.27272,-76.99057
59678,TF5.6,2002-01-22,12:30:00,1,D,S1,CHLA,NA,14.28,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
59941,TF5.6,2002-02-19,12:20:00,1,D,S1,CHLA,NA,10.45,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
60253,TF5.6,2002-03-19,12:15:00,1,D,S1,CHLA,NA,9.81,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
60637,TF5.6,2002-04-16,12:45:00,1,D,S1,CHLA,NA,6.23,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
61208,TF5.6,2002-05-30,12:45:00,1,D,S1,CHLA,NA,11.39,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
61546,TF5.6,2002-06-25,12:15:00,1,D,S1,CHLA,NA,21.86,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
65949,TF5.6,2002-07-23,12:20:00,1,D,S1,CHLA,NA,8.78,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
66234,TF5.6,2002-08-13,13:00:00,1,D,S1,CHLA,NA,13.08,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
66751,TF5.6,2002-09-24,12:30:00,1,D,S1,CHLA,NA,8.72,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
67039,TF5.6,2002-10-22,12:30:00,1,D,S1,CHLA,NA,7.55,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
67348,TF5.6,2002-11-19,12:50:00,1,D,S1,CHLA,NA,3.17,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
67533,TF5.6,2002-12-10,12:25:00,1,D,S1,CHLA,NA,2.79,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
54301,TF5.6,2003-07-15,12:30:00,1,D,S1,CHLA,NA,4.54,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
55044,TF5.6,2003-08-26,12:50:00,1,D,S1,CHLA,NA,3.9,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
55671,TF5.6,2003-09-24,12:50:00,1,D,S1,CHLA,NA,1.97,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
48661,TF5.6,2003-10-28,12:40:00,1,D,S1,CHLA,NA,1.89,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
48907,TF5.6,2003-11-18,12:20:00,1,D,S1,CHLA,NA,1.34,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
125415,LE5.1,2007-08-20,09:30:00,1,D,S1,CHLA,NA,8.83,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
125914,LE5.1,2007-09-24,09:00:00,1,D,S1,CHLA,NA,9.61,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
130415,LE5.1,2008-03-18,09:30:00,1,D,S1,CHLA,NA,15.11,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
131093,LE5.1,2008-04-17,09:35:00,1,D,S1,CHLA,NA,7.97,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
131906,LE5.1,2008-05-21,09:15:00,1,D,S1,CHLA,NA,4.82,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
394237,LE5.1,2013-07-15,10:50:00,1,D,FS1,CHLA,NA,26.2,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
394237,LE5.1,2013-07-15,10:50:00,1,D,FS2,CHLA,NA,25.6,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
394409,LE5.1,2013-10-01,10:00:00,1,D,S1,CHLA,NA,3.56,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
394410,LE5.1,2013-11-06,09:55:00,1,D,S1,CHLA,NA,2.53,UG/L,L01,VADCLS,NA,NA,NA,NA,37.20297,-76.64833
23398,TF5.6,2005-08-23,12:45:00,1,D,S1,CHLA,NA,5.57,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
23920,TF5.6,2005-09-20,12:45:00,1,D,S1,CHLA,NA,2.55,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
24489,TF5.6,2005-10-18,12:55:00,1,D,S1,CHLA,NA,3.26,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
25006,TF5.6,2005-11-15,12:10:00,1,D,S1,CHLA,NA,2.99,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
14962,TF5.6,2005-12-21,12:20:00,1,D,S1,CHLA,NA,1.76,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
15242,TF5.6,2006-01-17,12:25:00,1,D,S1,CHLA,NA,1.6,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
15636,TF5.6,2006-02-21,12:40:00,1,D,S1,CHLA,NA,1,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
16044,TF5.6,2006-03-20,12:35:00,1,D,S1,CHLA,NA,2.81,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
16777,TF5.6,2006-04-26,12:15:00,1,D,S1,CHLA,NA,3.44,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
2383,TF5.6,2006-05-15,12:40:00,1,D,S1,CHLA,NA,1.48,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
3569,TF5.6,2006-06-29,12:00:00,1,D,S1,CHLA,<,0.5,UG/L,L01,VADCLS,NA,NA,NA,BDL data presented is below method reporting level.,37.27272,-76.99057
4191,TF5.6,2006-07-24,11:45:00,1,D,S1,CHLA,NA,6.12,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
11193,TF5.6,2006-08-22,12:10:00,1,D,S1,CHLA,NA,5.2,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
12002,TF5.6,2006-09-26,12:30:00,1,D,S1,CHLA,NA,1.83,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
19210,TF5.6,2006-10-30,12:40:00,1,D,S1,CHLA,NA,1.73,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
19584,TF5.6,2006-11-15,12:00:00,1,D,S1,CHLA,NA,1.21,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
20349,TF5.6,2007-01-24,12:20:00,1,D,FS1,CHLA,NA,NA,UG/L,L01,VADCLS,A,NA,NA,Lab error,37.27272,-76.99057
20349,TF5.6,2007-01-24,12:20:00,1,D,FS2,CHLA,NA,0.82,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
20519,TF5.6,2007-02-20,12:00:00,1,D,S1,CHLA,NA,NA,UG/L,L01,VADCLS,A,NA,NA,Lab Accident; Sample tube broke during analysis.,37.27272,-76.99057
20868,TF5.6,2007-03-19,12:15:00,1,D,S1,CHLA,NA,2.24,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
6822,TF5.6,2007-04-30,13:00:00,1,D,S1,CHLA,NA,2.51,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
7552,TF5.6,2007-05-30,12:00:00,1,D,S1,CHLA,NA,5.55,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
7879,TF5.6,2007-06-18,12:15:00,1,D,S1,CHLA,NA,16.36,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
111289,TF5.6,2000-05-23,13:50:00,1,D,S1,CHLA,NA,10.64,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
110947,TF5.6,2000-04-24,12:50:00,1,D,S1,CHLA,NA,13.15,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
124387,TF5.6,2007-07-23,12:15:00,1,D,S1,CHLA,NA,9.59,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
125027,TF5.6,2007-08-20,11:50:00,1,D,S1,CHLA,NA,6.51,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
125942,TF5.6,2007-09-24,12:00:00,1,D,S1,CHLA,NA,30.22,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
130437,TF5.6,2008-03-18,12:00:00,1,D,S1,CHLA,NA,4.59,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
130953,TF5.6,2008-04-15,11:30:00,1,D,S1,CHLA,NA,1.64,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
132236,TF5.6,2008-05-22,11:45:00,1,D,S1,CHLA,NA,2.62,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
117902,TF5.6,2008-06-17,11:45:00,1,D,S1,CHLA,NA,4.68,UG/L,L01,VADCLS,NA,NA,NA,NA,37.27272,-76.99057
